id,year,state_name,state_code,district_name,district_code,registration_circles,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,attempt_to_commit_rape,kidnapping_and_abduction,dacoity,mkng_preparation_and_assembly_for_comm_dacoity,robbery,criminal_trespass_or_burglary,theft,unlawful_assembly,riots,criminal_breach_of_trust,cheating,forgery,counterfeiting,arson,grievous_hurt,dowry_deaths,assault_on_women,insult_to_the_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,offences_against_state,offences_promoting_enmity_between_diff_grp,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,human_trafficking,unnatural_offence,other_ipc_crimes
540,2016,Punjab,3,Hoshiarpur,33,Hoshiarpur,41,34,7,0,34,7,50,4,2,15,154,103,0,0,10,202,0,0,7,195,6,24,0,119,0,253,0,0,0,0,98,0,5,288
541,2016,Punjab,3,Jalandhar,34,Jalandhar Rural,43,29,6,5,30,5,47,4,5,9,154,238,0,0,10,131,2,0,4,79,5,39,0,56,0,169,0,0,0,0,67,2,1,427
542,2016,Punjab,3,Kapurthala,35,Kapurthala,14,19,8,0,13,5,32,0,5,0,108,162,0,0,4,165,0,2,6,170,3,31,1,46,0,149,0,0,1,0,51,0,4,214
543,2016,Punjab,3,Ludhiana,36,Khanna,21,20,4,0,15,4,57,1,1,1,94,129,0,0,5,96,0,0,3,32,1,15,0,37,0,136,0,0,0,0,98,0,3,309
544,2016,Punjab,3,Ludhiana,36,Ludhiana Rural,21,20,6,6,14,1,50,4,1,3,119,167,0,0,5,83,0,1,2,30,1,32,0,23,0,69,0,0,3,0,60,0,1,325
545,2016,Punjab,3,Mansa,37,Mansa,24,22,3,8,20,3,21,0,3,4,63,83,0,0,2,91,0,0,1,43,2,19,0,31,0,74,0,0,1,0,73,0,3,230
546,2016,Punjab,3,Moga,38,Moga,25,30,5,5,23,2,45,4,10,9,102,190,0,0,11,144,0,2,2,60,1,31,0,33,0,96,0,0,2,0,61,0,2,387
549,2016,Punjab,3,Patiala,41,Patiala,46,52,9,0,63,5,124,0,6,8,156,320,0,0,41,293,2,3,7,65,4,77,0,133,0,314,0,0,8,0,261,0,8,860
550,2016,Punjab,3,Rupnagar,42,Ropar,18,16,2,0,17,3,41,3,0,9,91,121,0,0,11,92,0,0,0,29,1,36,0,37,0,161,0,0,0,0,104,0,2,324
551,2016,Punjab,3,Sangrur,43,Sangrur,44,53,9,0,59,2,79,0,33,3,139,269,0,0,10,168,0,1,5,61,7,47,0,57,0,183,0,0,0,0,195,0,5,711
552,2016,Punjab,3,S.A.S Nagar,608,Sas Nagar,8,28,2,0,44,2,137,2,1,3,149,314,0,0,15,284,0,2,0,38,7,42,0,116,0,271,0,0,0,0,294,0,6,687
553,2016,Punjab,3,Shahid Bhagat Singh Nagar,40,Sbs Nagar,17,13,1,1,19,3,30,3,5,10,120,104,0,0,5,95,1,0,2,29,0,12,0,42,0,94,0,0,1,0,34,0,1,189
554,2016,Punjab,3,Tarn Taran,609,Tarn Taran,44,63,3,1,33,3,48,1,6,4,98,116,0,0,4,117,0,1,1,133,4,32,0,39,0,80,0,0,0,0,30,0,2,245
555,2016,Rajasthan,8,Ajmer,86,Ajmer,53,62,2,5,139,9,216,6,5,40,236,995,28,2,6,1228,12,4,5,8,14,169,0,794,0,542,0,2,6,0,714,0,3,2290
556,2016,Rajasthan,8,Alwar,87,Alwar,111,96,11,0,239,97,336,10,18,80,242,2618,182,12,17,698,1001,0,9,17,44,231,0,633,0,546,0,0,0,0,830,0,0,3736
557,2016,Rajasthan,8,Banswara,88,Banswara,40,11,1,0,150,11,115,5,1,28,34,158,47,20,5,158,0,0,18,68,14,90,0,218,0,170,0,0,0,0,226,0,0,771
558,2016,Rajasthan,8,Baran,89,Baran,44,48,2,88,97,9,146,0,1,9,116,450,63,0,11,279,0,0,18,177,5,242,4,405,0,150,0,2,6,0,327,0,2,1521
559,2016,Rajasthan,8,Barmer,90,Barmer,42,37,3,0,106,0,50,2,1,15,152,297,84,5,2,227,235,1,31,24,36,268,0,231,0,263,0,0,28,0,243,0,3,1581
560,2016,Rajasthan,8,Bharatpur,91,Bharatpur,92,56,4,0,186,31,250,3,7,19,62,1256,0,0,6,293,545,3,11,0,37,73,0,572,0,319,0,0,23,0,302,0,2,4628
561,2016,Rajasthan,8,Bhilwara,92,Bhilwara,40,36,1,0,76,4,257,0,1,29,254,992,383,2,7,816,0,0,10,37,8,194,0,665,0,400,0,8,28,0,477,1,0,1739
562,2016,Rajasthan,8,Bikaner,93,Bikaner,53,82,6,0,89,0,74,0,2,22,149,325,0,0,5,716,0,0,16,7,22,83,1,473,0,261,0,1,0,0,0,0,0,2081
563,2016,Rajasthan,8,Bundi,94,Bundi,25,49,3,0,88,0,158,1,0,11,126,278,151,17,3,333,0,0,10,181,3,212,1,283,0,130,0,0,0,0,454,0,0,1190
564,2016,Rajasthan,8,Chittorgarh,95,Chittorgarh,38,47,2,0,97,3,178,1,3,31,194,656,76,22,12,195,241,0,7,57,9,138,0,545,0,211,0,2,0,0,376,0,0,1696
565,2016,Rajasthan,8,Churu,96,Churu,56,52,1,0,92,9,80,6,1,16,113,233,0,0,3,0,415,0,12,20,14,103,0,335,0,217,0,0,0,0,195,0,0,1274
566,2016,Rajasthan,8,Dausa,97,Dausa,35,13,1,0,79,0,123,1,1,16,80,895,645,0,7,458,0,2,3,0,8,25,0,200,0,295,0,0,0,0,434,0,0,979
567,2016,Rajasthan,8,Dholpur,98,Dholpur,47,50,1,3,75,18,100,0,0,18,54,419,0,0,2,179,0,0,8,53,24,41,0,266,0,165,0,0,2,0,192,0,0,2151
568,2016,Rajasthan,8,Dungarpur,99,Dungarpur,33,12,1,0,71,3,112,0,0,21,61,94,0,0,10,83,0,1,8,78,3,111,0,122,0,181,0,0,8,0,236,0,0,640
569,2016,Rajasthan,8,Ajmer,86,G.R.P.Ajmer,6,2,0,0,6,0,9,1,0,10,0,977,1,3,2,12,1,0,0,3,3,10,1,0,0,3,0,0,3,0,4,1,0,115
570,2016,Rajasthan,8,Jodhpur,107,G.R.P.Jodhpur,1,2,2,0,0,0,2,0,0,2,0,124,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,22
571,2016,Rajasthan,8,Ganganagar,100,Ganganagar,59,102,5,0,182,6,123,1,1,28,143,300,1,0,38,729,512,1,4,17,11,164,0,809,0,173,0,0,0,0,114,0,2,2349
572,2016,Rajasthan,8,Hanumangarh,101,Hanumangarh,53,62,0,0,101,14,101,2,0,18,105,218,0,0,12,498,172,0,1,32,15,119,0,622,0,167,0,0,0,0,148,0,0,1988
573,2016,Rajasthan,8,Jaipur,102,Jaipur East,35,26,2,0,71,1,140,1,1,58,255,2948,120,21,28,1135,1,1,5,1,11,71,0,206,0,247,0,0,0,0,701,1,0,1334
574,2016,Rajasthan,8,Jaipur,102,Jaipur North,16,12,0,0,59,0,134,0,3,12,83,669,19,2,19,735,0,1,0,6,2,45,0,228,0,83,0,0,0,0,224,0,1,833
603,2016,Sikkim,11,Namchi,227,South,7,2,1,0,24,0,1,0,0,0,20,10,0,1,2,6,1,0,4,12,0,5,2,0,0,17,0,0,0,0,35,0,0,29
575,2016,Rajasthan,8,Jaipur (Gramin),783,Jaipur Rural,42,24,4,0,99,15,128,2,0,14,109,636,180,6,17,490,293,1,7,6,9,87,0,239,0,479,1,0,4,0,707,0,0,1606
576,2016,Rajasthan,8,Jaipur,102,Jaipur South,21,11,0,0,85,3,95,0,0,33,277,1816,60,10,59,1135,0,0,2,0,9,76,0,215,0,184,0,1,0,0,457,0,2,1063
577,2016,Rajasthan,8,Jaipur,102,Jaipur West,25,18,3,1,115,0,200,1,7,27,269,1722,25,4,37,1590,0,0,3,1,9,109,0,359,0,299,0,0,4,0,816,0,0,1381
578,2016,Rajasthan,8,Jaisalmer,103,Jaisalmer,8,28,0,0,10,0,17,0,0,8,69,129,0,8,0,13,161,0,8,12,9,69,0,45,0,81,0,0,0,0,56,0,1,626
579,2016,Rajasthan,8,Jalore,104,Jalore,24,21,1,0,49,1,56,1,0,15,102,236,0,1,8,230,0,1,6,13,10,69,0,154,0,148,0,0,0,0,124,0,0,1064
580,2016,Rajasthan,8,Jhalawar,105,Jhalawar,22,49,1,18,102,17,161,1,10,35,99,452,211,33,5,165,0,0,24,64,7,242,2,374,0,157,0,0,37,0,269,0,4,1017
581,2016,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,50,36,0,0,68,0,130,2,2,14,116,389,0,6,2,634,0,2,11,17,9,85,0,446,0,268,0,1,0,0,0,0,0,2458
582,2016,Rajasthan,8,Jodhpur,107,Jodhpur East,12,36,0,1,27,0,82,0,0,19,115,445,0,0,3,221,332,0,9,2,5,93,3,202,0,93,0,0,0,0,182,0,1,788
583,2016,Rajasthan,8,Jodhpur,107,Jodhpur West,27,33,1,0,44,0,76,4,0,47,161,546,0,0,7,171,176,3,5,0,4,89,0,213,0,146,0,1,1,0,232,0,0,679
584,2016,Rajasthan,8,Jodhpur,107,Jodhpur Rural,26,59,1,0,55,0,80,3,2,10,113,222,0,0,8,0,252,1,5,13,15,92,0,141,0,247,0,0,0,0,167,0,0,1332
585,2016,Rajasthan,8,Karauli,108,Karauli,32,27,0,0,80,24,119,0,0,7,31,567,241,0,1,292,0,0,8,2,14,73,0,205,0,94,0,0,0,0,173,0,0,2197
586,2016,Rajasthan,8,Kota,109,Kota City,15,73,1,17,94,1,200,0,1,35,88,1045,35,0,8,530,0,1,3,27,9,115,0,320,0,110,0,0,1,0,496,1,1,951
587,2016,Rajasthan,8,Kota,109,Kota Rural,18,27,3,0,56,0,84,0,1,12,54,171,84,0,5,200,0,0,5,92,4,151,0,187,0,119,0,0,0,0,245,0,0,838
588,2016,Rajasthan,8,Nagaur,110,Nagaur,47,75,5,0,98,0,136,3,0,16,218,612,0,0,9,299,191,1,17,5,12,85,0,441,0,352,0,0,0,0,274,0,0,2281
589,2016,Rajasthan,8,Pali,111,Pali,42,60,1,0,92,0,163,4,1,64,251,474,2,0,0,686,0,0,5,14,6,190,0,465,0,351,0,1,0,0,0,0,0,2361
590,2016,Rajasthan,8,Pratapgarh,629,Pratapgarh,27,15,0,0,134,4,70,0,0,13,36,103,14,1,0,107,1,2,4,25,6,124,0,231,0,91,0,0,17,0,111,0,0,736
591,2016,Rajasthan,8,Rajsamand,112,Rajsamand,20,21,1,0,43,0,51,0,2,15,69,173,71,11,9,238,7,0,6,44,5,52,2,226,0,233,0,0,0,0,307,0,0,700
592,2016,Rajasthan,8,Sawai Madhopur,113,Sawai Madhopur,19,26,2,0,64,19,143,0,0,15,38,689,0,0,1,334,0,0,3,1,8,89,0,230,0,126,0,0,0,0,209,0,6,1964
593,2016,Rajasthan,8,Sikar,114,Sikar,56,30,1,0,76,6,163,2,1,11,170,677,0,14,8,892,0,0,26,2,13,117,0,419,0,392,0,0,0,0,523,0,2,2157
594,2016,Rajasthan,8,Sirohi,115,Sirohi,29,21,1,0,44,7,81,3,0,12,93,196,4,3,5,293,0,2,9,36,3,71,0,189,0,201,0,0,3,0,201,0,0,700
595,2016,Rajasthan,8,Tonk,116,Tonk,22,10,2,0,33,10,73,0,0,7,107,375,88,25,2,362,0,0,6,96,1,78,0,303,0,237,0,0,0,0,275,0,1,1612
596,2016,Rajasthan,8,Udaipur,117,Udaipur,88,75,5,0,185,18,287,0,6,58,257,829,142,65,17,944,0,1,21,77,11,292,1,600,0,498,1,3,25,0,838,0,2,2232
597,2016,Rajasthan,8,Jaipur,102,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2016,Rajasthan,8,Jaipur,102,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2016,Rajasthan,8,Jaipur,102,Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
600,2016,Rajasthan,8,Jaipur,102,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,2016,Sikkim,11,Gangtok,225,East,8,11,0,0,42,0,11,0,0,5,54,71,0,10,2,43,0,0,11,23,0,22,9,2,0,26,0,0,1,0,84,0,2,59
602,2016,Sikkim,11,Mangan,226,North,1,2,0,0,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,3,0,0,0,11,0,0,0,0,5,0,0,2
604,2016,Sikkim,11,Gyalshing,228,West,1,2,0,0,18,2,0,0,0,0,1,11,0,1,1,3,2,0,2,3,0,4,0,0,0,10,0,0,0,0,25,0,0,11
605,2016,Tamil Nadu,33,Ariyalur,610,Ariyalur,19,20,0,0,3,0,5,0,0,10,16,40,0,20,0,9,0,1,4,2,1,9,0,3,0,138,0,0,0,0,480,0,0,686
606,2016,Tamil Nadu,33,Chennai,568,Chennai,133,231,4,4,25,0,34,11,0,103,541,3070,384,94,13,262,106,45,21,40,5,63,3,178,0,1212,0,13,107,0,6471,1,0,3696
607,2016,Tamil Nadu,33,Coimbatore,569,Coimbatore,55,25,0,0,7,0,15,4,0,76,97,206,0,30,3,52,3,0,8,8,1,25,0,50,0,746,0,0,0,0,1877,0,0,1287
608,2016,Tamil Nadu,33,Coimbatore,569,Coimbatore City,27,21,0,0,0,0,8,1,0,87,121,472,44,37,4,109,4,1,8,30,1,19,0,37,0,302,0,9,14,0,1092,0,0,768
609,2016,Tamil Nadu,33,Cuddalore,570,Cuddalore,46,53,1,0,17,0,12,5,2,18,107,262,0,80,1,119,0,2,14,76,1,39,0,39,0,547,0,0,0,0,3211,0,0,2449
610,2016,Tamil Nadu,33,Dharmapuri,571,Dharmapuri,31,24,5,0,3,0,63,4,0,20,64,122,0,52,3,26,0,0,6,9,0,26,2,10,0,350,0,0,0,0,1261,0,0,980
611,2016,Tamil Nadu,33,Dindigul,572,Dindigul,56,71,0,0,18,1,63,2,20,21,126,323,121,57,7,154,0,1,7,7,2,44,0,90,0,612,0,0,138,0,1557,0,0,2368
612,2016,Tamil Nadu,33,Erode,573,Erode,24,28,0,0,1,0,14,3,0,48,82,268,0,14,4,63,0,0,6,18,0,13,0,20,0,594,0,0,0,0,1917,0,0,1651
613,2016,Tamil Nadu,33,Kanchipuram,574,Kanchipuram,54,75,0,0,10,0,18,5,0,30,169,330,1,116,0,74,10,0,9,6,2,3,0,6,0,981,0,0,23,0,2526,0,0,3217
614,2016,Tamil Nadu,33,Kanniyakumari,575,Kanyakumari,21,133,0,0,5,0,12,0,4,15,120,229,0,0,2,82,0,0,27,12,2,3,0,7,0,307,0,0,125,0,937,0,0,1519
615,2016,Tamil Nadu,33,Karur,576,Karur,19,15,0,0,1,0,4,0,0,26,59,137,0,26,0,21,0,0,4,3,0,14,0,1,0,353,0,0,0,0,873,0,0,804
616,2016,Tamil Nadu,33,Krishnagiri,577,Krishnagiri,53,46,1,0,5,2,34,7,2,34,104,241,0,55,0,48,0,0,12,13,5,15,0,15,0,575,0,0,0,0,1392,0,0,1536
617,2016,Tamil Nadu,33,Madurai,578,Madurai,71,142,0,0,34,0,124,6,8,99,159,272,0,203,3,345,0,0,28,19,2,59,2,182,0,488,0,0,0,0,1708,0,0,2968
618,2016,Tamil Nadu,33,Madurai,578,Madurai City,43,88,0,0,6,0,18,1,0,66,117,447,0,39,13,206,0,3,12,9,5,22,4,77,0,229,0,0,90,0,724,9,0,1753
619,2016,Tamil Nadu,33,Nagapattinam,579,Nagapattinam,44,79,0,0,15,0,46,1,0,23,66,121,0,43,0,9,0,0,8,9,0,15,1,13,0,257,0,0,0,0,1413,0,0,3105
620,2016,Tamil Nadu,33,Namakkal,580,Namakkal,41,39,0,0,3,2,47,2,0,40,80,116,0,29,2,38,0,0,5,7,0,27,1,12,0,524,0,0,0,0,1784,0,0,1087
621,2016,Tamil Nadu,33,The Nilgiris,587,Nilgiris,10,21,0,0,1,0,3,0,0,5,57,51,8,4,0,8,0,1,3,18,0,8,0,3,0,53,0,0,7,0,255,0,0,762
622,2016,Tamil Nadu,33,Perambalur,581,Perambalur,12,11,0,0,1,0,3,1,0,14,26,73,0,19,0,22,0,0,2,0,0,18,0,1,0,172,0,0,0,0,419,0,0,345
623,2016,Tamil Nadu,33,Pudukkottai,582,Pudukottai,33,38,1,0,2,0,17,1,0,22,54,116,40,27,11,22,8,0,10,25,6,20,0,17,0,363,0,0,2,0,960,0,0,1263
624,2016,Tamil Nadu,33,Ramanathapuram,583,Ramnathapuram,30,105,1,0,9,0,12,0,0,18,118,157,0,57,2,84,0,0,25,23,0,15,2,17,0,279,0,0,0,0,721,0,0,2211
625,2016,Tamil Nadu,33,Chennai,568,Railway Chennai,0,5,1,0,0,0,0,1,0,14,0,398,0,7,0,6,0,1,0,0,0,13,0,0,0,2,0,0,0,0,2,0,0,246
626,2016,Tamil Nadu,33,Tiruchirappalli,591,Railway Trichy,1,4,0,0,0,0,0,0,0,20,0,85,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,41
627,2016,Tamil Nadu,33,Salem,584,Salem,45,48,0,0,7,0,46,4,3,39,74,85,0,97,0,28,0,0,16,9,2,77,0,12,0,566,0,0,0,0,1936,0,0,1659
628,2016,Tamil Nadu,33,Salem,584,Salem City,22,41,0,0,3,0,5,2,0,50,50,114,0,29,2,43,3,0,0,9,1,8,0,19,0,216,0,0,93,0,1039,0,0,2046
629,2016,Tamil Nadu,33,Sivaganga,585,Sivagangai,33,92,0,0,10,2,52,4,1,59,179,228,33,88,3,115,6,1,22,15,5,24,0,56,0,327,0,0,47,0,1013,0,0,2325
630,2016,Tamil Nadu,33,Thanjavur,586,Thanjavur,66,64,0,0,7,0,35,0,8,141,152,251,0,118,8,51,0,1,33,9,1,53,0,24,0,462,0,0,0,0,1768,0,0,2970
631,2016,Tamil Nadu,33,Theni,588,Theni,34,57,2,0,4,0,15,2,0,16,116,201,0,87,0,87,0,1,16,6,3,11,0,52,0,255,0,0,7,0,1116,0,0,2762
632,2016,Tamil Nadu,33,Tirunelveli,592,Thirunelveli,89,265,2,0,15,0,34,3,0,33,274,390,0,0,3,174,11,3,55,17,2,41,0,44,0,475,0,4,161,0,1543,0,0,4032
633,2016,Tamil Nadu,33,Tirunelveli,592,Thirunelveli City,19,83,0,0,3,1,6,1,0,11,53,307,0,0,0,34,3,5,12,2,0,3,0,11,0,103,0,0,203,0,286,0,0,373
634,2016,Tamil Nadu,33,Thiruvallur,589,Thiruvallur,42,64,0,0,10,0,4,2,0,21,94,156,0,91,2,72,0,1,1,10,2,1,0,9,0,429,0,0,0,0,963,0,0,1898
635,2016,Tamil Nadu,33,Tiruvannamalai,593,Thiruvannamalai,43,79,5,0,10,7,56,1,17,16,102,270,29,102,4,68,9,1,20,16,1,4,2,34,0,445,0,0,3,0,1267,1,0,1469
636,2016,Tamil Nadu,33,Thiruvarur,590,Thiruvarur,21,56,0,0,2,0,19,0,0,38,45,106,0,27,0,26,0,0,15,6,0,7,3,9,0,179,0,0,0,0,862,0,0,1735
637,2016,Tamil Nadu,33,Tuticorin,594,Thoothukudi,64,185,4,0,16,0,16,5,5,57,221,544,0,0,8,192,2,1,30,34,1,13,1,48,0,393,0,7,202,0,1176,0,0,2704
638,2016,Tamil Nadu,33,Tiruppur,634,Tiruppur,36,15,0,0,2,0,13,6,0,78,83,102,20,14,9,42,3,1,13,7,0,11,0,22,0,739,0,0,9,0,1854,1,0,1107
639,2016,Tamil Nadu,33,Tiruppur,634,Tiruppur City,21,24,0,0,0,0,4,1,1,49,64,269,0,4,11,42,0,0,2,1,0,5,0,7,0,181,0,0,9,0,633,0,0,580
640,2016,Tamil Nadu,33,Tiruchirappalli,591,Trichy,41,36,0,0,5,0,14,1,0,40,82,168,0,40,0,35,3,0,4,2,0,17,1,9,0,537,0,0,78,0,1198,0,0,1973
641,2016,Tamil Nadu,33,Tiruchirappalli,591,Trichy City,15,10,0,0,4,0,16,1,0,61,64,195,0,8,1,68,12,10,1,6,2,9,0,23,0,149,0,0,64,0,513,0,0,1057
642,2016,Tamil Nadu,33,Vellore,595,Vellore,81,80,2,0,12,0,59,12,0,41,265,569,0,0,1,61,0,18,16,13,2,38,4,34,0,825,0,0,0,0,2420,0,0,3803
643,2016,Tamil Nadu,33,Villupuram,596,Villupuram,63,131,6,0,31,0,253,6,12,44,218,450,51,222,2,90,2,0,28,98,3,47,0,47,0,927,0,0,5,0,2986,0,0,3542
644,2016,Tamil Nadu,33,Virudhunagar,597,Virudhunagar,45,62,1,0,12,2,24,3,0,77,116,187,0,62,0,103,0,1,10,18,0,14,1,18,0,369,0,0,0,0,959,0,0,1956
645,2016,Tamil Nadu,33,Chennai,568,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,2016,Tamil Nadu,33,Chennai,568,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2016,Telangana,36,Adilabad,501,Adilabad,69,65,21,0,102,5,48,4,0,17,322,611,0,27,60,390,0,2,46,59,15,289,63,685,0,398,0,9,16,0,1518,3,0,3323
648,2016,Telangana,36,Ranga Reddy,518,Cyberabad,162,130,21,4,229,16,184,17,0,324,1231,3364,24,16,177,2370,128,10,90,226,47,810,264,1865,0,1226,2,14,128,1,3333,0,3,5249
649,2016,Telangana,36,Hyderabad,507,Hyderabad City,86,138,17,0,170,0,359,19,0,181,510,3061,6,39,113,2081,22,23,23,112,18,387,205,1311,0,461,0,6,63,0,2366,28,3,4934
650,2016,Telangana,36,Karimnagar,508,Karimnagar,92,183,13,0,101,0,113,7,0,34,512,626,0,75,53,947,0,3,12,207,34,385,47,643,0,567,0,0,0,0,1204,0,0,4373
651,2016,Telangana,36,Khammam,509,Khammam,53,101,6,0,148,6,171,4,0,13,306,575,0,89,24,367,39,0,47,85,19,476,107,567,0,593,0,2,56,0,2271,3,3,3048
652,2016,Telangana,36,Mahabubnagar,512,Mahaboob Nagar,131,74,12,0,136,0,101,3,0,14,315,865,0,41,88,260,0,4,12,56,16,303,14,387,0,842,0,0,0,0,1204,0,0,3051
653,2016,Telangana,36,Medak,513,Medak,131,64,20,0,103,0,34,4,0,33,412,698,0,63,19,482,0,3,60,44,33,300,41,438,0,965,0,0,29,0,1255,0,0,3170
654,2016,Telangana,36,Nalgonda,514,Nalgonda,115,123,8,0,112,6,82,2,0,25,361,550,0,46,57,590,0,4,65,160,17,316,84,382,0,726,0,0,8,0,1437,6,0,3709
655,2016,Telangana,36,Nizamabad,516,Nizamabad,73,42,9,0,36,2,34,0,0,14,372,671,0,10,41,284,4,0,36,76,18,154,92,435,0,442,0,2,38,0,1009,0,1,1971
656,2016,Telangana,36,Ranga Reddy,518,Ranga Reddy,46,32,2,0,38,0,20,0,0,5,69,136,0,11,2,96,0,4,16,20,6,55,10,156,0,200,0,0,2,0,205,0,0,729
657,2016,Telangana,36,Hyderabad,507,Secunderabad Railway,5,1,0,0,1,0,2,0,0,3,1,984,0,1,0,46,0,6,0,0,5,2,2,0,0,1,0,0,16,0,0,0,0,60
658,2016,Telangana,36,Warangal,522,Warangal Rural,59,73,6,0,74,4,140,2,0,7,181,243,0,68,4,237,0,1,19,94,11,185,34,96,0,369,0,0,0,0,538,0,1,2903
659,2016,Telangana,36,Warangal,522,Warangal City,24,24,2,1,28,5,14,0,0,1,142,250,11,25,1,244,0,0,25,48,15,105,40,237,0,261,0,0,5,0,541,1,0,1425
660,2016,Tripura,16,Dhalai,269,Dhalai,18,7,0,0,28,3,9,0,0,7,13,14,0,11,2,6,6,0,3,71,0,23,0,26,0,15,0,0,0,0,27,0,0,20
661,2016,Tripura,16,Gomati,654,Gomati,18,6,0,0,27,1,13,0,0,1,12,30,0,2,0,6,1,0,5,155,4,21,0,80,0,17,0,0,1,0,42,0,0,41
662,2016,Tripura,16,West Tripura,272,G. R. P.,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
663,2016,Tripura,16,Khowai,652,Kowai,10,1,0,0,18,5,10,0,0,0,12,13,0,2,1,3,0,1,3,93,3,16,0,30,0,19,0,0,0,0,23,0,0,18
664,2016,Tripura,16,North Tripura,270,North,14,1,0,0,13,1,18,0,0,5,11,21,0,7,2,5,0,2,4,66,2,20,0,48,0,13,0,0,0,0,22,0,0,78
665,2016,Tripura,16,Sepahijala,653,Sipahijala,26,11,0,0,19,0,18,0,0,1,20,21,0,17,2,9,5,0,4,125,2,30,0,50,0,32,0,0,5,0,71,1,0,75
666,2016,Tripura,16,South Tripura,271,South,15,10,2,0,24,6,20,0,0,0,16,15,0,12,9,16,2,0,4,130,2,27,0,70,0,12,0,0,4,0,50,0,0,60
667,2016,Tripura,16,Unakoti,655,Unakoti,9,14,0,0,24,0,16,0,0,1,8,19,0,10,3,8,0,1,0,78,1,13,1,39,0,4,0,0,0,0,32,0,0,45
668,2016,Tripura,16,West Tripura,272,West,35,8,0,0,54,0,35,1,0,7,47,110,0,16,11,26,18,0,11,206,5,63,0,87,0,58,0,1,13,0,125,0,1,185
669,2016,Uttar Pradesh,9,Agra,118,Agra,143,195,30,41,110,63,528,5,4,147,311,2993,0,392,104,212,192,18,35,249,86,414,0,565,0,479,0,5,41,0,608,7,12,2060
670,2016,Uttar Pradesh,9,Aligarh,119,Aligarh,181,112,29,8,101,33,344,10,2,144,128,1356,0,173,106,213,0,6,23,183,57,224,0,279,0,407,0,3,28,0,396,2,6,1430
671,2016,Uttar Pradesh,9,Prayagraj,120,Allahabad,146,90,32,29,84,20,370,6,1,172,442,2260,62,112,133,352,0,5,36,310,69,283,2,364,0,464,0,0,114,0,647,0,14,3118
672,2016,Uttar Pradesh,9,Ambedkar Nagar,121,Ambedkar Nagar,34,42,11,32,48,2,115,1,1,29,42,140,38,69,25,68,0,1,14,199,11,50,1,6,0,121,0,0,21,0,75,0,2,619
673,2016,Uttar Pradesh,9,Amethi,640,Amethi,41,61,12,29,37,29,168,2,1,38,58,175,15,109,31,76,0,0,27,157,9,87,0,0,0,160,0,1,10,0,100,0,5,645
674,2016,Uttar Pradesh,9,Amroha,154,Amroha,44,60,19,38,93,81,104,1,0,49,35,317,0,52,16,67,0,3,9,76,13,131,0,181,0,193,0,2,9,0,163,0,0,542
675,2016,Uttar Pradesh,9,Auraiya,122,Auraiya,45,75,11,33,19,6,167,7,0,55,66,326,0,64,25,70,0,0,14,51,27,95,0,151,0,221,0,0,31,0,234,0,2,728
676,2016,Uttar Pradesh,9,Azamgarh,123,Azamgarh,76,92,21,20,73,10,275,5,2,130,137,448,0,492,38,153,0,0,42,462,41,176,0,133,0,282,0,0,19,0,235,0,10,749
677,2016,Uttar Pradesh,9,Budaun,133,Badaun,83,103,21,48,97,6,264,1,0,51,60,406,0,6,21,82,0,0,10,427,45,201,0,97,0,285,0,3,0,0,286,0,6,1116
678,2016,Uttar Pradesh,9,Baghpat,124,Baghpat,83,61,8,6,35,7,118,1,1,42,32,380,0,69,21,86,0,0,6,5,13,77,1,103,0,111,0,0,9,0,173,0,9,682
679,2016,Uttar Pradesh,9,Bahraich,125,Bahraich,41,31,17,36,42,18,247,1,0,10,100,326,0,90,29,0,188,1,21,287,56,119,0,1,0,228,0,0,4,0,180,3,12,1370
